172.23.72.184;2022-12-15 10:26:02.488061;Erro;Erro;
172.23.72.184;2022-12-16 09:39:53.779452;-20.478675440;-43.937756704
172.23.72.184;2023-11-21 04:15:25.215936;Erro;Erro;
172.23.72.184;2023-11-21 04:15:37.511913;Erro;Erro;
172.23.72.184;2023-11-21 04:16:00.023934;Erro;Erro;
172.23.72.184;2023-11-21 04:16:12.323916;Erro;Erro;
172.23.72.184;2023-11-21 04:16:34.836269;Erro;Erro;
172.23.72.184;2023-11-21 04:16:47.124168;Erro;Erro;
172.23.72.184;2023-11-21 04:17:09.659943;Erro;Erro;
172.23.72.184;2023-11-21 04:17:21.936219;Erro;Erro;
172.23.72.184;2023-11-21 04:17:44.468170;Erro;Erro;
172.23.72.184;2023-11-21 04:17:56.760149;Erro;Erro;
172.23.72.184;2023-11-21 04:18:19.280224;Erro;Erro;
172.23.72.184;2023-11-21 04:18:31.568213;Erro;Erro;
172.23.72.184;2023-11-21 04:18:52.052175;Erro;Erro;
172.23.72.184;2023-11-21 04:19:06.395929;Erro;Erro;
172.23.72.184;2023-11-21 04:19:26.887945;Erro;Erro;
172.23.72.184;2023-11-21 04:19:41.208160;Erro;Erro;
172.23.72.184;2023-11-21 04:20:01.703934;Erro;Erro;
172.23.72.184;2023-11-21 04:20:16.024174;Erro;Erro;
172.23.72.184;2023-11-21 04:20:38.544243;Erro;Erro;
172.23.72.184;2023-11-21 04:20:50.832235;Erro;Erro;
172.23.72.184;2023-11-21 04:21:11.327890;Erro;Erro;
172.23.72.184;2023-11-21 04:21:25.652165;Erro;Erro;
172.23.72.184;2023-11-21 04:21:46.139949;Erro;Erro;
172.23.72.184;2023-11-21 04:22:00.479903;Erro;Erro;
172.23.72.184;2023-11-21 04:22:20.955936;Erro;Erro;
172.23.72.184;2023-11-21 04:22:33.243926;Erro;Erro;
172.23.72.184;2023-11-21 04:22:57.808233;Erro;Erro;
172.23.72.184;2023-11-21 04:23:10.096226;Erro;Erro;
172.23.72.184;2023-11-21 04:23:32.624235;Erro;Erro;
172.23.72.184;2023-11-21 04:23:42.871896;Erro;Erro;
172.23.72.184;2023-11-21 04:24:07.440213;Erro;Erro;
172.23.72.184;2023-11-21 04:24:17.695926;Erro;Erro;
172.23.72.184;2023-11-21 04:24:42.256240;Erro;Erro;
172.23.72.184;2023-11-21 04:24:52.507896;Erro;Erro;
172.23.72.184;2023-11-21 04:25:17.080162;Erro;Erro;
172.23.72.184;2023-11-21 04:25:27.327880;Erro;Erro;
172.23.72.184;2023-11-21 04:25:51.888230;Erro;Erro;
172.23.72.184;2023-11-21 04:26:02.155920;Erro;Erro;
172.23.72.184;2023-11-21 04:26:26.704235;Erro;Erro;
172.23.72.184;2023-11-21 04:26:36.947893;Erro;Erro;
172.23.72.184;2023-11-21 04:27:01.535876;Erro;Erro;
172.23.72.184;2023-11-21 04:27:11.763892;Erro;Erro;
172.23.72.184;2023-11-21 04:27:36.351908;Erro;Erro;
172.23.72.184;2023-11-21 04:27:46.595902;Erro;Erro;
172.23.72.184;2023-11-21 04:28:11.160161;Erro;Erro;
172.23.72.184;2023-11-21 04:28:21.411925;Erro;Erro;
172.23.72.184;2023-11-21 04:28:45.991910;Erro;Erro;
172.23.72.184;2023-11-21 04:28:56.211897;Erro;Erro;
172.23.72.184;2023-11-21 04:29:20.788164;Erro;Erro;
172.23.72.184;2023-11-21 04:29:31.039894;Erro;Erro;
172.23.72.184;2023-11-21 04:29:55.611941;Erro;Erro;
172.23.72.184;2023-11-21 04:30:05.847897;Erro;Erro;
172.23.72.184;2023-11-21 04:30:30.463972;Erro;Erro;
172.23.72.184;2023-11-21 04:30:40.656662;Erro;Erro;
172.23.72.184;2023-11-21 04:31:05.247906;Erro;Erro;
172.23.72.184;2023-11-21 04:31:15.471919;Erro;Erro;
172.23.72.184;2023-11-21 04:31:40.063908;Erro;Erro;
172.23.72.184;2023-11-21 04:31:50.291893;Erro;Erro;
172.23.72.184;2023-11-21 04:32:16.912235;Erro;Erro;
172.23.72.184;2023-11-21 04:32:25.127872;Erro;Erro;
172.23.72.184;2023-11-21 04:32:51.732168;Erro;Erro;
172.23.72.184;2023-11-21 04:32:59.928165;Erro;Erro;
172.23.72.184;2023-11-21 04:33:26.552162;Erro;Erro;
172.23.72.184;2023-11-21 04:33:32.716054;Erro;Erro;
172.23.72.184;2023-11-21 04:34:01.379931;Erro;Erro;
172.23.72.184;2023-11-21 04:34:07.523909;Erro;Erro;
172.23.72.184;2023-11-21 04:34:38.232152;Erro;Erro;
172.23.72.184;2023-11-21 04:34:44.372153;Erro;Erro;
172.23.72.184;2023-11-21 04:35:13.044168;Erro;Erro;
172.23.72.184;2023-11-21 04:35:19.188172;Erro;Erro;
172.23.72.184;2023-11-21 04:35:47.864161;Erro;Erro;
172.23.72.184;2023-11-21 04:35:54.000302;Erro;Erro;
172.23.72.184;2023-11-21 04:36:22.672213;Erro;Erro;
172.23.72.184;2023-11-21 04:36:28.820172;Erro;Erro;
172.23.72.184;2023-11-21 04:36:57.499997;Erro;Erro;
172.23.72.184;2023-11-21 04:37:03.636155;Erro;Erro;
172.23.72.184;2023-11-21 04:37:32.315937;Erro;Erro;
172.23.72.184;2023-11-21 04:37:38.452185;Erro;Erro;
172.23.72.184;2023-11-21 04:38:07.135942;Erro;Erro;
172.23.72.184;2023-11-21 04:38:13.264309;Erro;Erro;
172.23.72.184;2023-11-21 04:38:43.988172;Erro;Erro;
172.23.72.184;2023-11-21 04:38:48.080316;Erro;Erro;
172.23.72.184;2023-11-21 04:39:18.804157;Erro;Erro;
172.23.72.184;2023-11-21 04:39:22.907963;Erro;Erro;
172.23.72.184;2023-11-21 04:39:53.624168;Erro;Erro;
172.23.72.184;2023-11-21 04:39:59.760369;Erro;Erro;
172.23.72.184;2023-11-21 04:40:28.432267;Erro;Erro;
172.23.72.184;2023-11-21 04:40:34.576291;Erro;Erro;
172.23.72.184;2023-11-21 04:41:03.271811;Erro;Erro;
172.23.72.184;2023-11-21 04:41:09.392296;Erro;Erro;
172.23.72.184;2023-11-21 04:41:38.064218;Erro;Erro;
172.23.72.184;2023-11-21 04:41:42.171927;Erro;Erro;
172.23.72.184;2023-11-21 04:42:12.888165;Erro;Erro;
172.23.72.184;2023-11-21 04:42:19.039898;Erro;Erro;
172.23.72.184;2023-11-21 04:42:47.707970;Erro;Erro;
172.23.72.184;2023-11-21 04:42:53.855904;Erro;Erro;
172.23.72.184;2023-11-21 04:43:22.523946;Erro;Erro;
172.23.72.184;2023-11-21 04:43:28.687939;Erro;Erro;
172.23.72.184;2023-11-21 04:43:57.339898;Erro;Erro;
172.23.72.184;2023-11-21 04:44:03.487908;Erro;Erro;
172.23.72.184;2023-11-21 04:44:32.183952;Erro;Erro;
172.23.72.184;2023-11-21 04:44:38.299935;Erro;Erro;
172.23.72.184;2023-11-21 04:45:06.975932;Erro;Erro;
172.23.72.184;2023-11-21 04:45:13.115937;Erro;Erro;
172.23.72.184;2023-11-21 04:45:43.828173;Erro;Erro;
172.23.72.184;2023-11-21 04:45:47.947910;Erro;Erro;
172.23.72.184;2023-11-21 04:46:18.640197;Erro;Erro;
172.23.72.184;2023-11-21 04:46:24.795936;Erro;Erro;
172.23.72.184;2023-11-21 04:46:53.464179;Erro;Erro;
172.23.72.184;2023-11-21 04:46:57.567902;Erro;Erro;
172.23.72.184;2023-11-21 04:47:28.283931;Erro;Erro;
172.23.72.184;2023-11-21 04:47:32.423951;Erro;Erro;
172.23.72.184;2023-11-21 04:48:03.096139;Erro;Erro;
172.23.72.184;2023-11-21 04:48:09.232288;Erro;Erro;
172.23.72.184;2023-11-21 04:48:37.912157;Erro;Erro;
172.23.72.184;2023-11-21 04:48:44.067883;Erro;Erro;
172.23.72.184;2023-11-21 04:49:12.731969;Erro;Erro;
172.23.72.184;2023-11-21 04:49:18.868169;Erro;Erro;
172.23.72.184;2023-11-21 04:49:47.547921;Erro;Erro;
172.23.72.184;2023-11-21 04:49:53.688219;Erro;Erro;
172.23.72.184;2023-11-21 04:50:22.364030;Erro;Erro;
172.23.72.184;2023-11-21 04:50:28.511900;Erro;Erro;
172.23.72.184;2023-11-21 04:50:59.216271;Erro;Erro;
172.23.72.184;2023-11-21 04:51:03.323935;Erro;Erro;
172.23.72.184;2023-11-21 04:51:34.032408;Erro;Erro;
172.23.72.184;2023-11-21 04:51:38.151890;Erro;Erro;
172.23.72.184;2023-11-21 04:52:08.852144;Erro;Erro;
172.23.72.184;2023-11-21 04:52:14.992284;Erro;Erro;
172.23.72.184;2023-11-21 04:52:43.664278;Erro;Erro;
172.23.72.184;2023-11-21 04:52:49.812155;Erro;Erro;
172.23.72.184;2023-11-21 04:53:18.480267;Erro;Erro;
172.23.72.184;2023-11-21 04:53:22.611934;Erro;Erro;
172.23.72.184;2023-11-21 04:53:53.296207;Erro;Erro;
172.23.72.184;2023-11-21 04:53:59.455931;Erro;Erro;
172.23.72.184;2023-11-21 04:54:28.116228;Erro;Erro;
172.23.72.184;2023-11-21 04:54:34.271904;Erro;Erro;
172.23.72.184;2023-11-21 04:55:02.928255;Erro;Erro;
172.23.72.184;2023-11-21 04:55:09.072267;Erro;Erro;
172.23.72.184;2023-11-21 04:55:37.748161;Erro;Erro;
172.23.72.184;2023-11-21 04:55:43.899825;Erro;Erro;
172.23.72.184;2023-11-21 04:56:12.575884;Erro;Erro;
172.23.72.184;2023-11-21 04:56:18.723980;Erro;Erro;
172.23.72.184;2023-11-21 04:56:49.424217;Erro;Erro;
172.23.72.184;2023-11-21 04:56:53.555934;Erro;Erro;
172.23.72.184;2023-11-21 04:57:22.203966;Erro;Erro;
172.23.72.184;2023-11-21 04:57:28.355910;Erro;Erro;
172.23.72.184;2023-11-21 04:57:59.067931;Erro;Erro;
172.23.72.184;2023-11-21 04:58:05.208158;Erro;Erro;
172.23.72.184;2023-11-21 04:58:33.872242;Erro;Erro;
172.23.72.184;2023-11-21 04:58:40.020167;Erro;Erro;
172.23.72.184;2023-11-21 04:59:08.692169;Erro;Erro;
172.23.72.184;2023-11-21 04:59:14.843941;Erro;Erro;
172.23.72.184;2023-11-21 04:59:43.504222;Erro;Erro;
172.23.72.184;2023-11-21 04:59:49.659910;Erro;Erro;
172.23.72.184;2023-11-21 05:00:18.320218;Erro;Erro;
172.23.72.184;2023-11-21 05:00:24.479904;Erro;Erro;
172.23.72.184;2023-11-21 05:00:53.136214;Erro;Erro;
172.23.72.184;2023-11-21 05:00:59.284168;Erro;Erro;
172.23.72.184;2023-11-21 05:01:27.956143;Erro;Erro;
172.23.72.184;2023-11-21 05:01:34.111890;Erro;Erro;
172.23.72.184;2023-11-21 05:02:02.776171;Erro;Erro;
172.23.72.184;2023-11-21 05:02:08.916203;Erro;Erro;
172.23.72.184;2023-11-21 05:02:37.603919;Erro;Erro;
172.23.72.184;2023-11-21 05:02:43.755737;Erro;Erro;
172.23.72.184;2023-11-21 05:03:12.404172;Erro;Erro;
172.23.72.184;2023-11-21 05:03:18.552160;Erro;Erro;
172.23.72.184;2023-11-21 05:03:47.235931;Erro;Erro;
172.23.72.184;2023-11-21 05:03:53.375908;Erro;Erro;
172.23.72.184;2023-11-21 05:04:24.080224;Erro;Erro;
172.23.72.184;2023-11-21 05:04:28.187946;Erro;Erro;
172.23.72.184;2023-11-21 05:04:58.904161;Erro;Erro;
172.23.72.184;2023-11-21 05:05:05.040316;Erro;Erro;
172.23.72.184;2023-11-21 05:05:33.735910;Erro;Erro;
172.23.72.184;2023-11-21 05:05:39.856331;Erro;Erro;
172.23.72.184;2023-11-21 05:06:06.499947;Erro;Erro;
172.23.72.184;2023-11-21 05:06:12.664030;Erro;Erro;
172.23.72.184;2023-11-21 05:06:43.355936;Erro;Erro;
172.23.72.184;2023-11-21 05:06:49.488350;Erro;Erro;
172.23.72.184;2023-11-21 05:07:18.160218;Erro;Erro;
172.23.72.184;2023-11-21 05:07:24.308172;Erro;Erro;
172.23.72.184;2023-11-21 05:07:52.980165;Erro;Erro;
172.23.72.184;2023-11-21 05:07:59.131916;Erro;Erro;
172.23.72.184;2023-11-21 05:08:27.792226;Erro;Erro;
172.23.72.184;2023-11-21 05:08:33.944168;Erro;Erro;
172.23.72.184;2023-11-21 05:09:02.608768;Erro;Erro;
172.23.72.184;2023-11-21 05:09:08.756175;Erro;Erro;
172.23.72.184;2023-11-21 05:09:37.439900;Erro;Erro;
172.23.72.184;2023-11-21 05:09:43.595898;Erro;Erro;
172.23.72.184;2023-11-21 05:10:12.263908;Erro;Erro;
172.23.72.184;2023-11-21 05:10:18.399898;Erro;Erro;
172.23.72.184;2023-11-21 05:10:47.075932;Erro;Erro;
172.23.72.184;2023-11-21 05:10:53.215904;Erro;Erro;
172.23.72.184;2023-11-21 05:11:21.907926;Erro;Erro;
172.23.72.184;2023-11-21 05:11:28.027938;Erro;Erro;
172.23.72.184;2023-11-21 05:11:58.736283;Erro;Erro;
172.23.72.184;2023-11-21 05:12:04.880390;Erro;Erro;
172.23.72.184;2023-11-21 05:12:33.552295;Erro;Erro;
172.23.72.184;2023-11-21 05:12:37.687936;Erro;Erro;
172.23.72.184;2023-11-21 05:13:08.372169;Erro;Erro;
172.23.72.184;2023-11-21 05:13:12.483939;Erro;Erro;
172.23.72.184;2023-11-21 05:13:41.147936;Erro;Erro;
172.23.72.184;2023-11-21 05:13:49.328271;Erro;Erro;
172.23.72.184;2023-11-21 05:14:18.008165;Erro;Erro;
172.23.72.184;2023-11-21 05:14:24.144329;Erro;Erro;
172.23.72.184;2023-11-21 05:14:52.820168;Erro;Erro;
172.23.72.184;2023-11-21 05:14:58.960286;Erro;Erro;
172.23.72.184;2023-11-21 05:15:27.636174;Erro;Erro;
172.23.72.184;2023-11-21 05:15:33.787938;Erro;Erro;
172.23.72.184;2023-11-21 05:16:02.452177;Erro;Erro;
172.23.72.184;2023-11-21 05:16:08.600164;Erro;Erro;
172.23.72.184;2023-11-21 05:16:37.275926;Erro;Erro;
172.23.72.184;2023-11-21 05:16:43.423903;Erro;Erro;
172.23.72.184;2023-11-21 05:17:12.099942;Erro;Erro;
172.23.72.184;2023-11-21 05:17:18.232156;Erro;Erro;
172.23.72.184;2023-11-21 05:17:46.907959;Erro;Erro;
172.23.72.184;2023-11-21 05:17:53.040276;Erro;Erro;
172.23.72.184;2023-11-21 05:18:21.720163;Erro;Erro;
172.23.72.184;2023-11-21 05:18:27.871918;Erro;Erro;
172.23.72.184;2023-11-21 05:18:58.576276;Erro;Erro;
172.23.72.184;2023-11-21 05:19:02.703938;Erro;Erro;
172.23.72.184;2023-11-21 05:19:31.355965;Erro;Erro;
172.23.72.184;2023-11-21 05:19:37.503883;Erro;Erro;
172.23.72.184;2023-11-21 05:20:08.212136;Erro;Erro;
172.23.72.184;2023-11-21 05:20:12.344000;Erro;Erro;
172.23.72.184;2023-11-21 05:20:43.028175;Erro;Erro;
172.23.72.184;2023-11-21 05:20:49.168298;Erro;Erro;
172.23.72.184;2023-11-21 05:21:17.859952;Erro;Erro;
172.23.72.184;2023-11-21 05:21:23.995932;Erro;Erro;
172.23.72.184;2023-11-21 05:21:52.656287;Erro;Erro;
172.23.72.184;2023-11-21 05:21:58.808162;Erro;Erro;
172.23.72.184;2023-11-21 05:22:27.487889;Erro;Erro;
172.23.72.184;2023-11-21 05:22:33.624214;Erro;Erro;
172.23.72.184;2023-11-21 05:23:02.296151;Erro;Erro;
172.23.72.184;2023-11-21 05:23:08.443926;Erro;Erro;
172.23.72.184;2023-11-21 05:23:37.135928;Erro;Erro;
172.23.72.184;2023-11-21 05:23:43.256161;Erro;Erro;
172.23.72.184;2023-11-21 05:24:11.935905;Erro;Erro;
172.23.72.184;2023-11-21 05:24:18.075946;Erro;Erro;
172.23.72.184;2023-11-21 05:24:46.747936;Erro;Erro;
172.23.72.184;2023-11-21 05:24:52.888166;Erro;Erro;
172.23.72.184;2023-11-21 05:25:23.604151;Erro;Erro;
172.23.72.184;2023-11-21 05:25:27.719912;Erro;Erro;
172.23.72.184;2023-11-21 05:25:56.387950;Erro;Erro;
172.23.72.184;2023-11-21 05:26:02.523934;Erro;Erro;
172.23.72.184;2023-11-21 05:26:33.232219;Erro;Erro;
172.23.72.184;2023-11-21 05:26:37.351899;Erro;Erro;
172.23.72.184;2023-11-21 05:27:08.052173;Erro;Erro;
172.23.72.184;2023-11-21 05:27:14.203939;Erro;Erro;
172.23.72.184;2023-11-21 05:27:42.864235;Erro;Erro;
172.23.72.184;2023-11-21 05:27:49.031927;Erro;Erro;
172.23.72.184;2023-11-21 05:28:17.691919;Erro;Erro;
172.23.72.184;2023-11-21 05:28:23.832154;Erro;Erro;
172.23.72.184;2023-11-21 05:28:52.507944;Erro;Erro;
172.23.72.184;2023-11-21 05:28:58.651962;Erro;Erro;
172.23.72.184;2023-11-21 05:29:27.327907;Erro;Erro;
172.23.72.184;2023-11-21 05:29:33.456291;Erro;Erro;
172.23.72.184;2023-11-21 05:30:02.151942;Erro;Erro;
172.23.72.184;2023-11-21 05:30:08.276163;Erro;Erro;
172.23.72.184;2023-11-21 05:30:36.971960;Erro;Erro;
172.23.72.184;2023-11-21 05:30:43.088263;Erro;Erro;
172.23.72.184;2023-11-21 05:31:11.764165;Erro;Erro;
172.23.72.184;2023-11-21 05:31:17.919898;Erro;Erro;
172.23.72.184;2023-11-21 05:31:46.599949;Erro;Erro;
172.23.72.184;2023-11-21 05:31:52.743962;Erro;Erro;
172.23.72.184;2023-11-21 05:32:21.400164;Erro;Erro;
172.23.72.184;2023-11-21 05:32:27.563905;Erro;Erro;
172.23.72.184;2023-11-21 05:32:56.235941;Erro;Erro;
172.23.72.184;2023-11-21 05:33:02.371904;Erro;Erro;
172.23.72.184;2023-11-21 05:33:31.039934;Erro;Erro;
172.23.72.184;2023-11-21 05:33:39.216324;Erro;Erro;
172.23.72.184;2023-11-21 05:34:07.888234;Erro;Erro;
172.23.72.184;2023-11-21 05:34:12.019911;Erro;Erro;
172.23.72.184;2023-11-21 05:34:42.712164;Erro;Erro;
172.23.72.184;2023-11-21 05:34:46.819938;Erro;Erro;
172.23.72.184;2023-11-21 05:35:15.472213;Erro;Erro;
172.23.72.184;2023-11-21 05:35:23.675924;Erro;Erro;
172.23.72.184;2023-11-21 05:35:52.347946;Erro;Erro;
172.23.72.184;2023-11-21 05:35:58.480317;Erro;Erro;
172.23.72.184;2023-11-21 05:36:27.152224;Erro;Erro;
172.23.72.184;2023-11-21 05:36:33.304218;Erro;Erro;
172.23.72.184;2023-11-21 05:37:01.968217;Erro;Erro;
172.23.72.184;2023-11-21 05:37:06.099904;Erro;Erro;
172.23.72.184;2023-11-21 05:37:36.784219;Erro;Erro;
172.23.72.184;2023-11-21 05:37:42.928385;Erro;Erro;
172.23.72.184;2023-11-21 05:38:11.600240;Erro;Erro;
172.23.72.184;2023-11-21 05:38:17.755982;Erro;Erro;
172.23.72.184;2023-11-21 05:38:46.416224;Erro;Erro;
172.23.72.184;2023-11-21 05:38:52.560326;Erro;Erro;
172.23.72.184;2023-11-21 05:39:19.192164;Erro;Erro;
172.23.72.184;2023-11-21 05:39:25.375959;Erro;Erro;
172.23.72.184;2023-11-21 05:39:56.059929;Erro;Erro;
172.23.72.184;2023-11-21 05:40:02.203939;Erro;Erro;
172.23.72.184;2023-11-21 05:40:30.883914;Erro;Erro;
172.23.72.184;2023-11-21 05:40:37.008304;Erro;Erro;
172.23.72.184;2023-11-21 05:41:05.691937;Erro;Erro;
172.23.72.184;2023-11-21 05:41:11.839925;Erro;Erro;
172.23.72.184;2023-11-21 05:41:40.504165;Erro;Erro;
172.23.72.184;2023-11-21 05:41:46.663938;Erro;Erro;
172.23.72.184;2023-11-21 05:42:15.335909;Erro;Erro;
172.23.72.184;2023-11-21 05:42:21.479906;Erro;Erro;
172.23.72.184;2023-11-21 05:42:50.143995;Erro;Erro;
172.23.72.184;2023-11-21 05:42:56.287904;Erro;Erro;
172.23.72.184;2023-11-21 05:43:24.963934;Erro;Erro;
172.23.72.184;2023-11-21 05:43:31.119898;Erro;Erro;
172.23.72.184;2023-11-21 05:43:59.775901;Erro;Erro;
172.23.72.184;2023-11-21 05:44:05.935973;Erro;Erro;
172.23.72.184;2023-11-21 05:44:34.599909;Erro;Erro;
172.23.72.184;2023-11-21 05:44:40.724166;Erro;Erro;
172.23.72.184;2023-11-21 05:45:09.400165;Erro;Erro;
172.23.72.184;2023-11-21 05:45:15.579965;Erro;Erro;
172.23.72.184;2023-11-21 05:45:44.219938;Erro;Erro;
172.23.72.184;2023-11-21 05:45:50.379887;Erro;Erro;
172.23.72.184;2023-11-21 05:46:21.072233;Erro;Erro;
172.23.72.184;2023-11-21 05:46:25.195907;Erro;Erro;
172.23.72.184;2023-11-21 05:46:55.892176;Erro;Erro;
172.23.72.184;2023-11-21 05:46:59.995928;Erro;Erro;
172.23.72.184;2023-11-21 05:47:30.704216;Erro;Erro;
172.23.72.184;2023-11-21 05:47:36.867914;Erro;Erro;
172.23.72.184;2023-11-21 05:48:05.520232;Erro;Erro;
172.23.72.184;2023-11-21 05:48:09.639894;Erro;Erro;
172.23.72.184;2023-11-21 05:48:40.344160;Erro;Erro;
172.23.72.184;2023-11-21 05:48:46.488163;Erro;Erro;
172.23.72.184;2023-11-21 05:49:15.152231;Erro;Erro;
172.23.72.184;2023-11-21 05:49:21.300171;Erro;Erro;
172.23.72.184;2023-11-21 05:49:49.968217;Erro;Erro;
172.23.72.184;2023-11-21 05:49:56.112312;Erro;Erro;
172.23.72.184;2023-11-21 05:50:24.784233;Erro;Erro;
172.23.72.184;2023-11-21 05:50:30.959922;Erro;Erro;
172.23.72.184;2023-11-21 05:50:59.623873;Erro;Erro;
172.23.72.184;2023-11-21 05:51:05.771935;Erro;Erro;
172.23.72.184;2023-11-21 05:51:34.427973;Erro;Erro;
172.23.72.184;2023-11-21 05:51:40.587729;Erro;Erro;
172.23.72.184;2023-11-21 05:52:09.240160;Erro;Erro;
172.23.72.184;2023-11-21 05:52:15.399895;Erro;Erro;
172.23.72.184;2023-11-21 05:52:44.063932;Erro;Erro;
172.23.72.184;2023-11-21 05:52:50.223946;Erro;Erro;
172.23.72.184;2023-11-21 05:53:18.872209;Erro;Erro;
172.23.72.184;2023-11-21 05:53:25.019924;Erro;Erro;
172.23.72.184;2023-11-21 05:53:53.699934;Erro;Erro;
172.23.72.184;2023-11-21 05:53:59.839903;Erro;Erro;
172.23.72.184;2023-11-21 05:54:28.523942;Erro;Erro;
172.23.72.184;2023-11-21 05:54:34.667914;Erro;Erro;
172.23.72.184;2023-11-21 05:55:03.335914;Erro;Erro;
172.23.72.184;2023-11-21 05:55:09.471907;Erro;Erro;
172.23.72.184;2023-11-21 05:55:38.139933;Erro;Erro;
172.23.72.184;2023-11-21 05:55:44.283967;Erro;Erro;
172.23.72.184;2023-11-21 05:56:14.992232;Erro;Erro;
172.23.72.184;2023-11-21 05:56:19.107901;Erro;Erro;
172.23.72.184;2023-11-21 05:56:49.816146;Erro;Erro;
172.23.72.184;2023-11-21 05:56:53.919902;Erro;Erro;
172.23.72.184;2023-11-21 05:57:22.595954;Erro;Erro;
172.23.72.184;2023-11-21 05:57:28.751974;Erro;Erro;
172.23.72.184;2023-11-21 05:57:59.440236;Erro;Erro;
172.23.72.184;2023-11-21 05:58:05.584314;Erro;Erro;
172.23.72.184;2023-11-21 05:58:34.260175;Erro;Erro;
172.23.72.184;2023-11-21 05:58:40.431820;Erro;Erro;
172.23.72.184;2023-11-21 05:59:09.072224;Erro;Erro;
172.23.72.184;2023-11-21 05:59:15.220178;Erro;Erro;
172.23.72.184;2023-11-21 05:59:43.892171;Erro;Erro;
172.23.72.184;2023-11-21 05:59:48.003893;Erro;Erro;
172.23.72.184;2023-11-21 06:00:18.704218;Erro;Erro;
172.23.72.184;2023-11-21 06:00:24.863904;Erro;Erro;
172.23.72.184;2023-11-21 06:00:53.524142;Erro;Erro;
172.23.72.184;2023-11-21 06:00:59.679946;Erro;Erro;
172.23.72.184;2023-11-21 06:01:28.336244;Erro;Erro;
172.23.72.184;2023-11-21 06:01:34.488137;Erro;Erro;
172.23.72.184;2023-11-21 06:02:03.175898;Erro;Erro;
172.23.72.184;2023-11-21 06:02:07.295995;Erro;Erro;
172.23.72.184;2023-11-21 06:02:37.972177;Erro;Erro;
172.23.72.184;2023-11-21 06:02:44.123943;Erro;Erro;
172.23.72.184;2023-11-21 06:03:12.795940;Erro;Erro;
172.23.72.184;2023-11-21 06:03:18.928352;Erro;Erro;
172.23.72.184;2023-11-21 06:03:47.615903;Erro;Erro;
172.23.72.184;2023-11-21 06:03:53.744411;Erro;Erro;
172.23.72.184;2023-11-21 06:04:22.431897;Erro;Erro;
172.23.72.184;2023-11-21 06:04:28.575901;Erro;Erro;
172.23.72.184;2023-11-21 06:04:57.255905;Erro;Erro;
172.23.72.184;2023-11-21 06:05:03.395899;Erro;Erro;
172.23.72.184;2023-11-21 06:05:32.056148;Erro;Erro;
172.23.72.184;2023-11-21 06:05:38.219913;Erro;Erro;
172.23.72.184;2023-11-21 06:06:06.875929;Erro;Erro;
172.23.72.184;2023-11-21 06:06:13.008378;Erro;Erro;
172.23.72.184;2023-11-21 06:06:41.703952;Erro;Erro;
172.23.72.184;2023-11-21 06:06:47.825900;Erro;Erro;
172.23.72.184;2023-11-21 06:07:16.515901;Erro;Erro;
172.23.72.184;2023-11-21 06:07:22.644215;Erro;Erro;
172.23.72.184;2023-11-21 06:07:51.331960;Erro;Erro;
172.23.72.184;2023-11-21 06:07:57.475911;Erro;Erro;
172.23.72.184;2023-11-21 06:08:28.176226;Erro;Erro;
172.23.72.184;2023-11-21 06:08:32.287898;Erro;Erro;
172.23.72.184;2023-11-21 06:09:02.991910;Erro;Erro;
172.23.72.184;2023-11-21 06:09:07.147922;Erro;Erro;
172.23.72.184;2023-11-21 06:09:37.883955;Erro;Erro;
172.23.72.184;2023-11-21 06:09:41.915902;Erro;Erro;
172.23.72.184;2023-11-21 06:10:12.627897;Erro;Erro;
172.23.72.184;2023-11-21 06:10:18.775916;Erro;Erro;
172.23.72.184;2023-11-21 06:10:47.443902;Erro;Erro;
172.23.72.184;2023-11-21 06:10:53.584072;Erro;Erro;
172.23.72.184;2023-11-21 06:11:22.259901;Erro;Erro;
172.23.72.184;2023-11-21 06:11:30.467946;Erro;Erro;
172.23.72.184;2023-11-21 06:11:59.147937;Erro;Erro;
172.23.72.184;2023-11-21 06:12:07.331920;Erro;Erro;
172.23.72.184;2023-11-21 06:12:36.003871;Erro;Erro;
172.23.72.184;2023-11-21 06:12:42.157442;Erro;Erro;
172.23.72.184;2023-11-21 06:13:10.827909;Erro;Erro;
172.23.72.184;2023-11-21 06:13:18.991953;Erro;Erro;
172.23.72.184;2023-11-21 06:13:47.667812;Erro;Erro;
172.23.72.184;2023-11-21 06:13:55.855940;Erro;Erro;
172.23.72.184;2023-11-21 06:14:24.535892;Erro;Erro;
172.23.72.184;2023-11-21 06:14:32.719949;Erro;Erro;
172.23.72.184;2023-11-21 06:15:01.391914;Erro;Erro;
172.23.72.184;2023-11-21 06:15:07.551894;Erro;Erro;
172.23.72.184;2023-11-21 06:15:38.291903;Erro;Erro;
172.23.72.184;2023-11-21 06:15:44.403910;Erro;Erro;
172.23.72.184;2023-11-21 06:16:13.099980;Erro;Erro;
172.23.72.184;2023-11-21 06:16:21.263976;Erro;Erro;
172.23.72.184;2023-11-21 06:16:49.939898;Erro;Erro;
172.23.72.184;2023-11-21 06:16:56.099889;Erro;Erro;
172.23.72.184;2023-11-21 06:17:24.803903;Erro;Erro;
172.23.72.184;2023-11-21 06:17:32.951874;Erro;Erro;
172.23.72.184;2023-11-21 06:18:01.623901;Erro;Erro;
172.23.72.184;2023-11-21 06:18:09.816218;Erro;Erro;
