IP,Data,Hora,Radio,Lat,Lon,Temperatura,Custo,Rssi,Ipv4Address,Equipamento-Par
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,87374,-100,172.23.67.102,CM-7902
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,66077,-55,172.23.66.31,UMR 11 - Estrada abaixo 1080 
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,87591,-77,172.23.67.152,CM-7946
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,86033,-72,172.23.66.14,UMR 19 - ESC MINA
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,66083,-78,172.23.66.23,UMR 20 - PCOL  LINK
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,82150,-70,172.23.66.83,UMR 10 - 10N
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,87593,-74,172.23.67.129,Desconhecido
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,0,-75,172.23.67.142,CM-7937
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,87593,-82,172.23.67.129,Desconhecido
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,73610,-92,172.23.66.76,UMR 18 - Patio de Sucata
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,77447,-92,172.23.66.33,UMR 32 - 8F Antigo Corpo Oeste
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,0,-97,0.0.0.0,Gateway
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,87375,-92,172.23.67.112,CM-7910
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,68684,-64,172.23.66.15,UMR 17 - 7K Prox. entrada da mina
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,0,-87,0.0.0.0,Gateway
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,66077,-95,172.23.66.31,UMR 11 - Estrada abaixo 1080 
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,0,-106,172.23.66.64,UMR 08 - 13T Baixo
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,82149,-104,172.23.66.47,UMR 03 - Trailer telescopio  PCN
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,72465,-73,172.23.66.64,UMR 08 - 13T Baixo
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,87591,-80,172.23.67.152,CM-7946
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,86033,-74,172.23.66.14,UMR 19 - ESC MINA
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,87593,-76,172.23.67.129,Desconhecido
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,82150,-84,172.23.66.83,UMR 10 - 10N
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,66083,-90,172.23.66.23,UMR 20 - PCOL  LINK
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,66077,-77,172.23.66.31,UMR 11 - Estrada abaixo 1080 
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,68684,-76,172.23.66.15,UMR 17 - 7K Prox. entrada da mina
172.23.66.27,2023-11-22,10:02,LX5,-20.470961666666664,-43.910785,46,46149,-93,172.23.67.136,CM-7932
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,68684,-65,172.23.66.15,UMR 17 - 7K Prox. entrada da mina
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,66083,-72,172.23.66.23,UMR 20 - PCOL  LINK
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,82150,-71,172.23.66.83,UMR 10 - 10N
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,83364,-75,172.23.67.149,CM-7943
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,0,-86,0.0.0.0,Gateway
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,0,-88,0.0.0.0,Gateway
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,0,-81,0.0.0.0,Gateway
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,0,-106,172.23.66.64,UMR 08 - 13T Baixo
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,72710,-75,172.23.66.9,UMR 01 - 22H ( Link )
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,47506,-72,172.23.67.226,TE-1105
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,73610,-78,172.23.66.76,UMR 18 - Patio de Sucata
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,82149,-71,172.23.66.47,UMR 03 - Trailer telescopio  PCN
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,73610,-92,172.23.66.76,UMR 18 - Patio de Sucata
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,68684,-76,172.23.66.15,UMR 17 - 7K Prox. entrada da mina
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,86033,-81,172.23.66.14,UMR 19 - ESC MINA
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,87577,-94,172.23.67.161,CM-7955
172.23.66.27,2023-11-22,10:02,LX5,-20.470966666666666,-43.91077833333333,46,46148,-91,172.23.67.122,CM-7920
